Order_Value,City_Tier,Payment_Type,Return_Count,Is_Verified_Mobile,Is_RTO
46693,Urban,COD,7,False,1
28976,Urban,COD,2,True,0
31540,Urban,Debit Card,4,False,0
44756,Rural,COD,5,False,1
5711,Metro City,COD,4,False,1
9429,Rural,UPI,2,True,0
34112,Metro City,UPI,9,False,0
11998,Metro City,Credit Card,2,False,0
2852,Rural,COD,6,False,1
28956,Urban,Debit Card,3,False,0
42059,Metro City,COD,6,True,1
821,Rural,Debit Card,8,True,0
5901,Metro City,Credit Card,6,True,0
3143,Rural,COD,8,False,1
36943,Urban,Debit Card,9,True,0
7409,Urban,COD,2,False,1
32139,Rural,UPI,2,True,0
13596,Rural,Credit Card,1,False,0
10215,Metro City,UPI,5,False,0
12199,Rural,UPI,3,True,0
27113,Rural,UPI,10,True,0
997,Metro City,COD,9,True,1
12399,Metro City,UPI,0,True,0
2170,Metro City,UPI,3,True,0
48573,Rural,COD,4,False,1
18402,Urban,UPI,6,True,0
33071,Metro City,Net Banking,2,True,0
47446,Rural,Debit Card,9,False,0
42924,Urban,Debit Card,10,True,0
12380,Metro City,Debit Card,7,False,0
33439,Urban,COD,6,True,0
13164,Metro City,Net Banking,8,True,0
4020,Urban,Net Banking,0,True,0
42359,Metro City,Credit Card,2,True,0
31972,Rural,Credit Card,4,True,0
19422,Rural,Debit Card,3,True,0
44691,Urban,Debit Card,0,False,0
49951,Rural,COD,5,True,0
31541,Metro City,COD,5,False,1
33511,Metro City,Debit Card,7,False,0
1110,Metro City,COD,9,False,1
28550,Urban,Net Banking,4,False,0
46626,Urban,COD,2,False,1
42704,Rural,COD,1,True,0
33813,Rural,UPI,0,False,0
47516,Metro City,Net Banking,1,False,0
3464,Rural,COD,8,True,1
49145,Metro City,COD,0,True,1
36167,Urban,COD,8,False,1
25738,Rural,Net Banking,8,True,0
17198,Urban,UPI,6,False,0
41600,Urban,Debit Card,7,True,0
13807,Rural,UPI,0,False,0
27899,Metro City,Net Banking,5,True,0
2829,Metro City,COD,10,True,1
44968,Rural,COD,1,False,1
12580,Rural,COD,5,False,1
7463,Urban,Credit Card,6,True,0
39370,Rural,COD,7,True,1
4324,Urban,Debit Card,7,True,0
27404,Urban,COD,4,False,1
32192,Rural,Credit Card,5,False,0
7269,Metro City,COD,1,True,0
17895,Rural,Debit Card,8,False,0
47522,Metro City,Net Banking,10,False,0
24605,Urban,Credit Card,4,True,0
36125,Urban,COD,5,False,1
1133,Metro City,COD,4,False,1
17367,Rural,COD,7,True,1
37812,Metro City,COD,5,False,1
20600,Rural,COD,6,True,1
31923,Rural,UPI,10,False,0
25802,Metro City,Debit Card,7,True,0
41224,Urban,UPI,0,False,0
20655,Urban,COD,6,False,1
833,Urban,Net Banking,0,True,0
29957,Urban,UPI,6,True,0
34686,Metro City,UPI,4,True,0
48078,Urban,Debit Card,0,False,0
10646,Urban,Net Banking,2,True,0
7622,Urban,Credit Card,9,False,0
22275,Rural,Debit Card,3,False,0
48993,Urban,Net Banking,6,True,0
44436,Rural,Debit Card,2,True,0
2193,Rural,Debit Card,2,True,0
14081,Urban,Credit Card,8,False,0
45928,Urban,Debit Card,3,False,0
25022,Metro City,COD,6,False,1
44440,Rural,COD,2,False,1
5256,Rural,Net Banking,10,False,0
6559,Metro City,Debit Card,3,False,0
30305,Rural,UPI,3,True,0
41022,Metro City,Credit Card,3,True,0
11591,Metro City,Net Banking,0,True,0
13362,Metro City,Debit Card,4,False,0
1255,Urban,Debit Card,4,True,0
27577,Urban,Debit Card,5,False,0
26515,Rural,UPI,6,True,0
30860,Urban,Credit Card,2,False,0
10434,Urban,COD,5,True,1
18168,Rural,COD,8,False,1
19488,Metro City,Debit Card,3,True,0
19547,Metro City,Net Banking,2,False,0
21103,Rural,UPI,1,True,0
6633,Urban,Debit Card,4,False,0
32820,Urban,COD,8,False,1
8140,Urban,Net Banking,3,False,0
6320,Metro City,Net Banking,4,True,0
37954,Rural,COD,1,True,0
638,Rural,COD,4,True,1
16056,Rural,UPI,2,True,0
35500,Metro City,COD,0,False,1
37712,Urban,UPI,8,False,0
21186,Rural,COD,4,True,0
14839,Metro City,Credit Card,4,True,0
25352,Metro City,COD,8,False,1
19011,Urban,UPI,7,False,0
22977,Urban,Debit Card,10,True,1
19582,Metro City,Debit Card,9,False,0
11312,Metro City,UPI,4,False,0
47445,Metro City,COD,1,False,0
30933,Rural,COD,1,False,1
40884,Urban,UPI,9,True,0
11310,Urban,Net Banking,10,False,0
34935,Rural,COD,0,True,1
43089,Metro City,Debit Card,10,False,0
14557,Rural,UPI,9,True,0
2482,Metro City,UPI,8,False,0
17174,Urban,COD,0,False,0
5968,Urban,Debit Card,9,False,0
7562,Rural,Debit Card,3,False,0
2229,Rural,Debit Card,2,True,0
34901,Metro City,Debit Card,3,False,0
4146,Urban,Credit Card,2,True,0
40053,Rural,Debit Card,10,False,0
2931,Rural,Credit Card,1,True,0
10160,Rural,COD,7,True,1
35614,Rural,Credit Card,8,True,0
12092,Urban,Credit Card,6,True,0
8277,Rural,UPI,4,True,0
9454,Rural,COD,9,True,1
9687,Urban,UPI,7,False,0
6306,Rural,Net Banking,9,False,0
3888,Urban,Credit Card,8,False,0
33439,Rural,Debit Card,2,True,0
19083,Urban,Credit Card,5,False,0
47696,Rural,Debit Card,2,True,0
7513,Urban,COD,8,True,1
7470,Urban,COD,9,True,1
16083,Metro City,COD,10,True,1
1137,Metro City,Debit Card,1,False,0
39990,Metro City,COD,5,True,1
35382,Metro City,Debit Card,5,False,0
24744,Metro City,Debit Card,3,False,1
44203,Rural,COD,0,True,0
4151,Urban,COD,6,False,1
4873,Rural,COD,0,True,0
2619,Metro City,Credit Card,0,True,0
44416,Urban,Net Banking,6,True,0
10512,Rural,UPI,6,True,0
14691,Metro City,Debit Card,8,False,0
5632,Rural,Debit Card,4,False,0
25044,Rural,COD,10,False,1
19720,Metro City,COD,1,True,0
24982,Rural,UPI,3,False,0
6304,Urban,COD,2,True,0
14801,Rural,Credit Card,7,True,0
8871,Metro City,COD,5,False,1
20033,Urban,Credit Card,0,True,0
46153,Rural,Debit Card,2,True,0
25741,Urban,Debit Card,7,True,0
44021,Rural,COD,7,True,1
41307,Urban,Debit Card,7,False,0
4468,Metro City,COD,10,True,1
10937,Metro City,Credit Card,8,True,0
3727,Urban,UPI,2,True,0
15506,Rural,COD,1,False,0
10895,Metro City,COD,9,True,1
45425,Metro City,UPI,7,True,0
2026,Rural,Debit Card,2,False,0
3501,Metro City,COD,4,True,1
43121,Urban,Debit Card,5,True,0
36153,Metro City,Credit Card,4,True,0
22748,Urban,Debit Card,10,False,0
10911,Rural,COD,0,False,0
6913,Rural,COD,10,True,1
47536,Metro City,UPI,1,False,0
14318,Rural,COD,7,True,1
28032,Urban,UPI,7,True,0
1182,Rural,COD,4,True,0
31483,Urban,Net Banking,3,True,0
16633,Rural,COD,5,False,1
10799,Urban,COD,2,True,0
40897,Rural,Net Banking,2,False,0
42525,Metro City,Credit Card,9,False,0
38428,Rural,COD,4,False,1
31294,Urban,Net Banking,7,False,0
46776,Rural,Debit Card,5,True,0
49496,Rural,COD,5,True,1
17241,Rural,COD,7,False,1
9496,Urban,Debit Card,5,False,1
12511,Rural,COD,5,True,1
33470,Urban,Debit Card,9,False,0
38025,Rural,UPI,5,False,0
8785,Urban,COD,2,True,0
1207,Urban,COD,1,False,1
43775,Metro City,COD,10,True,1
25743,Urban,Net Banking,9,True,0
37124,Metro City,Debit Card,5,True,0
37411,Rural,Net Banking,7,True,0
33311,Metro City,UPI,7,True,0
36350,Metro City,COD,5,False,1
24437,Rural,Credit Card,0,True,0
46763,Urban,COD,8,False,1
48875,Rural,UPI,0,False,0
1691,Metro City,Debit Card,0,True,0
18088,Urban,Debit Card,6,False,0
14859,Urban,COD,9,True,1
35795,Urban,Credit Card,7,True,0
41312,Urban,UPI,9,True,0
8092,Rural,COD,6,True,1
23818,Rural,Net Banking,0,False,0
26730,Metro City,COD,3,True,1
31092,Rural,Net Banking,5,True,0
40617,Urban,COD,4,True,1
20975,Metro City,COD,7,False,1
49415,Urban,Net Banking,1,False,0
15584,Urban,Net Banking,7,False,0
36082,Metro City,COD,3,False,0
30578,Urban,Credit Card,5,True,0
16011,Urban,Debit Card,3,False,0
2351,Rural,Net Banking,6,False,0
4281,Urban,Credit Card,1,False,0
39041,Metro City,Net Banking,2,False,0
13021,Urban,UPI,10,False,0
39504,Urban,Credit Card,10,True,0
38496,Rural,COD,4,True,1
29806,Urban,UPI,8,True,0
25865,Metro City,UPI,2,True,0
45003,Rural,Debit Card,9,False,0
46713,Rural,Net Banking,0,False,0
20314,Metro City,COD,0,True,0
2537,Rural,Net Banking,2,True,0
11499,Metro City,UPI,7,False,0
21327,Metro City,Credit Card,0,False,0
33842,Rural,Net Banking,4,True,0
3105,Rural,Credit Card,10,True,0
25262,Rural,Credit Card,0,True,0
42635,Urban,COD,5,True,1
46406,Rural,Credit Card,7,False,0
19360,Metro City,Net Banking,2,True,0
34703,Urban,Credit Card,3,True,0
48666,Urban,UPI,0,False,0
23240,Rural,Debit Card,10,False,0
42296,Metro City,Net Banking,2,True,0
31836,Metro City,Net Banking,4,False,0
8553,Rural,Net Banking,8,False,0
8332,Rural,COD,5,True,1
31672,Urban,Debit Card,9,True,0
5234,Metro City,UPI,3,True,0
3375,Metro City,COD,1,True,0
39107,Rural,UPI,6,False,0
49611,Rural,COD,2,True,0
32085,Metro City,Credit Card,9,True,0
34785,Rural,COD,1,False,1
39350,Urban,Credit Card,5,False,0
17398,Metro City,UPI,2,True,0
7573,Metro City,Net Banking,3,True,0
12792,Metro City,UPI,10,False,0
31596,Urban,COD,9,True,1
20070,Urban,COD,7,True,1
37795,Metro City,COD,9,False,1
49979,Urban,Net Banking,6,False,0
29677,Urban,Net Banking,2,False,0
11184,Urban,Credit Card,10,True,0
41809,Metro City,COD,8,True,1
5561,Metro City,Net Banking,9,True,1
41442,Metro City,COD,0,False,0
610,Metro City,COD,10,True,1
16023,Metro City,UPI,6,True,0
49988,Urban,Credit Card,3,True,0
30822,Urban,COD,4,True,1
37678,Rural,Net Banking,4,False,0
35330,Metro City,Net Banking,9,False,0
15935,Urban,Debit Card,10,False,0
6357,Metro City,Net Banking,4,True,0
22250,Urban,COD,10,False,1
22637,Metro City,COD,1,True,0
6747,Urban,COD,10,True,1
33202,Urban,Debit Card,7,False,0
11809,Rural,COD,9,False,1
41849,Urban,Net Banking,5,True,0
41337,Metro City,COD,1,False,0
29374,Metro City,Credit Card,1,True,1
10965,Rural,Debit Card,9,False,0
30957,Rural,COD,4,False,1
14242,Rural,Credit Card,4,True,0
19163,Metro City,COD,9,True,1
2825,Urban,COD,5,False,1
47238,Urban,Credit Card,1,False,0
23657,Urban,COD,1,True,0
15564,Rural,COD,2,False,1
40624,Rural,COD,7,False,1
22150,Metro City,Debit Card,5,True,0
802,Urban,COD,9,False,1
46706,Metro City,COD,7,True,1
15432,Rural,COD,7,True,0
25469,Urban,Credit Card,4,True,0
25370,Metro City,COD,2,True,0
8305,Rural,Credit Card,5,False,0
30044,Rural,COD,3,True,0
49645,Metro City,UPI,0,True,0
20792,Urban,COD,2,True,0
28601,Rural,UPI,0,False,0
21210,Metro City,Net Banking,6,True,0
6207,Urban,Debit Card,1,False,0
11242,Urban,Net Banking,0,True,0
41459,Metro City,Credit Card,9,True,1
10499,Metro City,Debit Card,6,False,0
10718,Rural,COD,9,False,1
42238,Rural,COD,7,True,1
25044,Rural,Net Banking,5,True,0
31945,Urban,COD,0,True,1
673,Metro City,Net Banking,4,False,0
13127,Metro City,Credit Card,1,False,0
38312,Urban,UPI,0,True,0
20601,Urban,Net Banking,6,False,0
28545,Rural,COD,9,False,1
32415,Urban,Net Banking,3,False,0
13812,Metro City,COD,4,True,1
38403,Urban,COD,1,True,0
22823,Metro City,UPI,2,True,1
46712,Rural,Credit Card,5,True,0
35679,Metro City,Credit Card,6,True,0
38854,Rural,COD,8,False,1
45446,Urban,Debit Card,5,False,0
37267,Metro City,Credit Card,3,False,0
40762,Metro City,COD,8,False,1
16539,Urban,Credit Card,4,False,0
9558,Rural,COD,2,True,1
27064,Rural,Net Banking,0,True,0
24753,Urban,COD,4,False,1
26169,Urban,UPI,1,False,0
21055,Rural,Credit Card,9,True,0
42077,Rural,UPI,2,True,0
10745,Rural,Net Banking,1,False,0
46726,Urban,Credit Card,4,True,0
865,Metro City,Credit Card,1,True,0
48898,Metro City,Net Banking,7,False,0
27763,Metro City,Debit Card,7,False,0
14646,Rural,UPI,3,True,0
11146,Metro City,COD,2,True,0
5993,Rural,Net Banking,10,False,0
2748,Metro City,Net Banking,7,True,0
33216,Urban,COD,1,True,1
13378,Metro City,Credit Card,2,True,0
20846,Rural,UPI,4,False,0
11088,Urban,Credit Card,9,False,0
22357,Urban,Net Banking,5,False,0
41131,Metro City,Credit Card,1,True,0
19801,Rural,UPI,9,False,0
41929,Metro City,COD,1,False,0
14905,Rural,COD,2,False,0
11127,Metro City,Debit Card,0,True,0
43402,Rural,COD,10,True,1
27905,Metro City,Debit Card,3,False,0
30002,Rural,Net Banking,6,False,0
8895,Urban,COD,9,True,1
32460,Metro City,COD,0,False,1
2606,Rural,Net Banking,9,False,0
4493,Urban,Net Banking,1,True,0
47721,Rural,Debit Card,10,False,0
5256,Rural,COD,8,True,1
33170,Rural,Debit Card,5,True,0
1036,Urban,Net Banking,7,True,0
7147,Metro City,COD,3,False,0
22682,Rural,COD,2,False,1
45360,Urban,Credit Card,10,True,0
3717,Metro City,COD,8,True,1
49498,Rural,COD,3,True,0
49274,Rural,Net Banking,10,False,0
26620,Metro City,UPI,2,True,1
41623,Rural,COD,3,False,1
24259,Urban,Net Banking,3,False,0
40584,Rural,COD,9,True,1
29541,Rural,UPI,4,True,0
9014,Metro City,Net Banking,3,False,0
7218,Rural,Credit Card,2,False,0
5710,Urban,COD,2,False,0
38744,Urban,COD,10,False,1
7332,Rural,Debit Card,0,True,0
27158,Metro City,Net Banking,5,False,0
30367,Metro City,COD,2,False,0
3342,Urban,UPI,8,False,0
13788,Rural,Net Banking,8,False,0
27999,Rural,COD,8,False,1
33944,Rural,COD,1,True,0
20620,Rural,Net Banking,2,False,0
29580,Urban,COD,4,False,1
27295,Urban,UPI,8,True,0
17323,Metro City,Net Banking,5,True,0
16729,Urban,COD,4,False,1
41905,Metro City,Credit Card,8,False,0
48269,Urban,Credit Card,2,False,0
9803,Metro City,Credit Card,7,True,0
16501,Rural,Debit Card,0,True,0
32872,Rural,Credit Card,6,True,0
3512,Urban,Debit Card,9,False,0
25349,Metro City,Debit Card,1,False,0
34024,Metro City,UPI,10,True,0
28964,Metro City,COD,4,True,1
21520,Metro City,UPI,2,False,0
38155,Urban,Credit Card,9,True,0
27148,Urban,COD,5,True,1
35091,Metro City,COD,3,True,1
39499,Metro City,Net Banking,9,False,0
1814,Rural,UPI,7,True,0
2605,Metro City,COD,2,True,1
47545,Rural,Credit Card,1,False,0
3064,Metro City,Net Banking,2,True,0
8683,Urban,COD,8,False,0
7612,Urban,Net Banking,7,False,0
8622,Rural,Debit Card,4,True,0
2457,Urban,UPI,6,True,0
42740,Metro City,COD,8,False,1
36012,Urban,Net Banking,4,True,1
6472,Metro City,Debit Card,7,False,0
33855,Metro City,Net Banking,2,False,0
3042,Metro City,Credit Card,2,True,0
25324,Urban,Credit Card,6,False,0
41743,Metro City,Net Banking,1,True,0
42397,Rural,Credit Card,5,True,0
1680,Urban,Debit Card,9,False,0
32047,Metro City,COD,0,False,1
35178,Metro City,Net Banking,2,True,0
38029,Metro City,COD,2,False,0
17299,Urban,COD,0,True,0
22239,Rural,Debit Card,7,False,0
49061,Urban,UPI,1,True,0
8448,Urban,Net Banking,3,True,0
11794,Urban,COD,10,False,1
2454,Urban,COD,8,False,1
10507,Metro City,UPI,7,True,0
40053,Rural,Debit Card,3,True,0
48156,Urban,Credit Card,1,False,0
10377,Urban,Credit Card,2,True,0
49276,Urban,Credit Card,0,True,0
49172,Metro City,Net Banking,3,False,0
2402,Rural,COD,1,True,1
33122,Rural,Credit Card,7,True,0
813,Urban,COD,2,False,1
26267,Metro City,Credit Card,4,False,0
29501,Metro City,COD,9,False,1
47132,Urban,Credit Card,5,True,0
41370,Metro City,Net Banking,0,False,0
33008,Metro City,Net Banking,2,False,0
48024,Urban,Credit Card,8,False,0
48025,Metro City,Credit Card,4,False,0
17877,Metro City,Net Banking,6,True,0
23350,Urban,COD,3,True,1
12330,Rural,Credit Card,1,True,0
40205,Rural,Debit Card,0,False,0
17891,Urban,Debit Card,7,False,0
11057,Rural,COD,0,True,0
22618,Rural,UPI,10,False,0
14198,Metro City,Net Banking,2,True,0
47840,Urban,COD,9,False,1
30134,Metro City,UPI,2,True,0
46363,Metro City,COD,2,False,0
7936,Rural,Net Banking,2,False,1
36998,Metro City,COD,3,True,0
20524,Rural,Debit Card,4,True,0
3076,Urban,Net Banking,3,True,0
7830,Urban,COD,10,True,1
22903,Metro City,COD,0,True,0
10159,Urban,COD,6,False,1
33484,Rural,Debit Card,8,True,0
44217,Metro City,UPI,1,False,0
11734,Urban,COD,10,False,1
22179,Rural,COD,5,False,1
27065,Urban,Credit Card,0,False,0
26695,Urban,COD,2,True,1
8732,Metro City,UPI,7,True,0
7969,Rural,Credit Card,6,True,0
11747,Rural,Debit Card,6,False,0
35405,Urban,UPI,10,True,0
35222,Metro City,Credit Card,7,False,0
46955,Metro City,UPI,5,False,0
26998,Metro City,Net Banking,9,False,0
45348,Urban,COD,2,True,0
23764,Rural,Net Banking,2,False,0
14854,Rural,Debit Card,2,False,0
2625,Rural,Debit Card,8,False,0
16142,Rural,Net Banking,3,True,0
48255,Metro City,UPI,9,False,0
46154,Rural,Debit Card,10,False,0
24762,Rural,Debit Card,3,False,0
30693,Rural,Credit Card,6,True,0
14266,Rural,Credit Card,6,True,0
7601,Urban,COD,6,True,1
28189,Urban,Net Banking,7,True,0
43324,Metro City,Credit Card,3,True,0
42066,Rural,COD,4,True,1
43985,Rural,Net Banking,8,False,0
13724,Rural,Debit Card,5,True,0
14772,Rural,Net Banking,5,True,0
7117,Metro City,COD,1,True,0
10297,Urban,Credit Card,10,False,0
44577,Rural,COD,6,False,1
40885,Urban,Credit Card,3,True,0
37596,Rural,Credit Card,5,False,0
35901,Metro City,Debit Card,4,False,0
13482,Rural,COD,0,False,1
44792,Urban,COD,10,False,1
46557,Rural,UPI,8,False,0
32204,Rural,Net Banking,1,False,0
5000,Rural,Net Banking,2,True,0
9537,Urban,Credit Card,10,True,0
43262,Metro City,UPI,1,True,0
14784,Metro City,Net Banking,10,False,0
27330,Rural,Debit Card,6,True,0
36108,Urban,UPI,4,False,0
33000,Rural,UPI,4,True,0
43490,Urban,Credit Card,7,False,0
33149,Metro City,UPI,2,True,0
36117,Urban,COD,1,True,0
40028,Metro City,Net Banking,6,False,0
44986,Urban,Credit Card,3,False,0
16425,Rural,COD,8,False,1
5768,Metro City,Debit Card,0,True,0
22539,Rural,Net Banking,9,True,0
24748,Rural,Net Banking,8,True,0
1302,Metro City,COD,9,True,1
20132,Metro City,Debit Card,0,False,0
43938,Urban,Credit Card,8,False,0
2072,Urban,Credit Card,9,True,0
40853,Metro City,Debit Card,10,False,0
34210,Metro City,COD,9,False,1
31847,Metro City,Debit Card,7,True,0
43815,Rural,UPI,1,True,0
42825,Urban,COD,7,False,1
41364,Rural,COD,2,True,0
18030,Metro City,Debit Card,3,True,0
22437,Urban,UPI,2,True,0
7845,Urban,COD,6,False,1
36440,Metro City,COD,9,False,1
11529,Urban,COD,1,True,0
48943,Urban,UPI,8,False,0
22725,Rural,Debit Card,8,True,0
40198,Urban,Net Banking,9,True,0
8616,Rural,Debit Card,6,False,0
36902,Urban,Credit Card,10,False,0
7580,Rural,COD,4,False,0
39451,Metro City,Credit Card,3,True,0
23270,Metro City,COD,8,True,1
40137,Rural,Debit Card,5,True,0
23662,Metro City,UPI,8,True,0
13297,Urban,UPI,8,True,0
12840,Metro City,Credit Card,4,False,0
39466,Rural,UPI,7,True,1
17607,Metro City,Debit Card,9,False,0
34629,Rural,COD,4,False,1
5191,Metro City,Credit Card,9,True,0
25862,Metro City,Debit Card,2,True,0
11186,Urban,UPI,4,False,0
20177,Rural,Debit Card,8,True,0
19273,Rural,Credit Card,7,False,0
25250,Rural,Net Banking,6,True,0
42711,Urban,Net Banking,10,True,0
30289,Urban,Credit Card,3,False,0
16548,Metro City,Credit Card,4,True,0
37458,Rural,UPI,3,False,0
10347,Metro City,UPI,5,True,0
13755,Urban,Credit Card,5,False,1
37828,Metro City,UPI,7,False,0
32967,Metro City,COD,7,True,1
19895,Metro City,COD,1,False,0
47263,Rural,COD,4,False,1
15828,Metro City,COD,5,True,1
4672,Urban,Debit Card,1,True,0
4727,Rural,Debit Card,1,True,0
32801,Urban,Credit Card,2,False,0
41225,Urban,COD,4,False,1
44974,Metro City,Debit Card,3,False,0
25823,Urban,UPI,3,False,0
41404,Rural,COD,2,False,0
29497,Rural,Net Banking,8,True,0
46753,Urban,COD,3,True,0
40985,Rural,COD,0,False,0
32536,Metro City,COD,6,False,1
29820,Metro City,Credit Card,9,False,0
39221,Metro City,UPI,4,False,0
46445,Rural,UPI,1,True,0
18142,Urban,Credit Card,1,False,0
9840,Rural,Net Banking,1,True,0
28503,Metro City,Credit Card,10,True,0
31264,Urban,COD,6,False,1
8671,Urban,Credit Card,7,False,0
37080,Urban,Net Banking,0,False,0
43481,Urban,Debit Card,8,False,0
11242,Metro City,COD,0,True,0
49585,Urban,Credit Card,8,False,0
5787,Rural,Debit Card,4,True,0
20765,Metro City,Credit Card,1,True,0
32348,Metro City,Credit Card,1,True,0
4821,Metro City,COD,3,False,1
33293,Rural,COD,5,False,1
46660,Metro City,COD,5,True,1
28815,Rural,Debit Card,1,False,0
31262,Urban,Debit Card,3,False,0
43668,Rural,Net Banking,9,True,0
39593,Urban,Credit Card,2,False,0
34050,Metro City,UPI,10,False,0
30667,Urban,Credit Card,4,False,0
10183,Rural,COD,9,False,1
30689,Metro City,UPI,6,False,0
5307,Urban,Debit Card,3,False,0
45308,Rural,COD,9,True,1
16037,Metro City,Credit Card,9,True,0
6010,Rural,Net Banking,3,False,0
33017,Urban,COD,2,False,0
3235,Urban,Debit Card,2,True,0
7463,Metro City,UPI,4,False,1
17790,Metro City,COD,0,False,0
31737,Metro City,COD,1,True,0
41309,Urban,COD,1,False,1
12610,Metro City,Debit Card,6,False,0
36684,Metro City,Net Banking,0,False,0
11117,Rural,Net Banking,3,True,0
41776,Urban,Net Banking,3,True,0
44467,Urban,COD,6,True,1
22872,Urban,COD,7,True,1
23501,Rural,Net Banking,8,False,0
41638,Urban,Debit Card,10,False,0
49190,Rural,Credit Card,4,True,0
34129,Urban,COD,5,True,1
38299,Urban,COD,10,True,1
44521,Metro City,UPI,5,True,0
18807,Rural,Net Banking,2,False,0
44043,Rural,COD,1,False,1
15153,Rural,COD,5,False,0
19327,Rural,Net Banking,4,True,0
32035,Metro City,UPI,3,True,1
37867,Metro City,COD,10,True,1
9217,Metro City,COD,9,True,1
36527,Metro City,COD,0,True,0
3710,Urban,Net Banking,5,True,0
22351,Urban,Debit Card,3,True,0
7078,Urban,COD,0,False,0
17669,Rural,Net Banking,2,True,0
7704,Urban,Credit Card,3,True,0
8935,Metro City,Debit Card,7,True,0
46526,Metro City,Credit Card,1,True,0
9988,Urban,COD,5,False,1
20034,Metro City,Credit Card,8,False,0
42454,Metro City,Debit Card,3,False,0
49636,Metro City,Credit Card,7,False,0
40654,Rural,COD,10,False,1
46014,Urban,UPI,9,False,0
38084,Metro City,COD,10,False,1
33052,Rural,Debit Card,7,True,0
42612,Rural,Credit Card,5,False,0
49013,Rural,Credit Card,7,False,0
40370,Urban,Credit Card,7,True,0
19943,Rural,Credit Card,10,False,0
42561,Metro City,Credit Card,7,True,0
27903,Urban,UPI,8,True,0
22490,Metro City,UPI,3,False,0
9031,Urban,Debit Card,0,False,0
45084,Rural,UPI,10,True,0
41384,Metro City,Net Banking,1,True,0
508,Urban,UPI,10,False,0
27317,Rural,Debit Card,5,True,0
33241,Metro City,COD,1,False,0
18851,Metro City,Credit Card,8,True,0
8861,Metro City,Net Banking,8,False,0
5672,Metro City,Net Banking,6,True,0
41999,Urban,COD,8,True,1
31999,Urban,Net Banking,8,True,0
12912,Rural,Net Banking,2,False,0
43176,Metro City,COD,5,True,0
45043,Urban,Credit Card,0,False,0
42382,Urban,Credit Card,10,True,0
28410,Rural,Credit Card,2,True,0
6358,Rural,COD,8,False,1
11724,Urban,Debit Card,1,True,0
36044,Urban,COD,6,True,1
45810,Urban,COD,0,True,0
16793,Metro City,UPI,4,False,0
19982,Rural,Debit Card,4,False,0
8525,Rural,COD,2,False,0
3490,Metro City,COD,7,True,1
40005,Urban,Net Banking,8,True,0
3695,Rural,Credit Card,2,False,0
44357,Urban,Credit Card,5,True,0
21597,Urban,COD,10,False,1
15431,Rural,Debit Card,1,False,0
41940,Rural,UPI,10,True,0
19295,Rural,COD,0,True,0
7733,Urban,Net Banking,3,False,0
24163,Metro City,UPI,7,True,0
10126,Metro City,Debit Card,10,False,0
17978,Rural,COD,10,False,1
42785,Rural,UPI,9,False,0
45776,Metro City,Debit Card,2,False,0
9193,Urban,UPI,5,False,0
42975,Metro City,Credit Card,9,False,0
17461,Urban,Debit Card,1,True,0
18205,Rural,Debit Card,3,False,0
19457,Metro City,Credit Card,9,True,0
24264,Urban,Net Banking,2,False,0
47651,Metro City,UPI,5,True,0
28684,Rural,COD,7,True,1
40272,Metro City,COD,0,False,0
23036,Urban,COD,5,False,0
28424,Rural,UPI,0,True,0
39858,Urban,COD,3,False,1
8210,Metro City,COD,4,True,1
41141,Metro City,Debit Card,5,True,0
4540,Metro City,Net Banking,7,False,0
40631,Rural,COD,10,True,1
44167,Rural,Credit Card,7,False,0
30992,Urban,COD,9,True,1
47780,Urban,Debit Card,4,False,0
46524,Urban,UPI,2,False,0
19338,Rural,UPI,9,True,0
14873,Rural,Net Banking,8,True,0
12359,Urban,Net Banking,9,True,0
18547,Rural,Debit Card,7,True,0
25904,Metro City,UPI,4,True,0
35550,Urban,UPI,6,True,0
14324,Urban,Debit Card,8,False,0
23456,Urban,Credit Card,5,False,0
25011,Rural,Credit Card,10,False,0
49090,Metro City,UPI,4,False,0
34760,Metro City,Credit Card,4,True,0
35395,Metro City,Credit Card,3,False,0
39969,Rural,Credit Card,8,False,0
8807,Rural,UPI,9,True,0
5457,Urban,Net Banking,10,True,0
2382,Rural,UPI,5,True,0
8477,Rural,COD,0,True,0
38597,Rural,COD,1,True,1
37864,Metro City,UPI,7,False,0
44538,Metro City,Debit Card,1,False,0
2722,Urban,Credit Card,9,False,0
12245,Urban,Net Banking,7,True,0
26093,Metro City,UPI,5,True,0
1938,Rural,COD,5,False,1
1962,Metro City,Net Banking,3,False,0
49181,Urban,Net Banking,1,False,0
14846,Metro City,Debit Card,0,True,0
3997,Rural,Credit Card,6,False,0
48252,Metro City,COD,10,True,1
38535,Metro City,Net Banking,3,False,0
48506,Urban,Credit Card,9,False,0
27794,Urban,COD,8,False,1
25029,Rural,Debit Card,10,True,0
9997,Rural,UPI,9,False,0
32365,Urban,Credit Card,10,False,0
36297,Urban,Credit Card,3,True,0
19932,Urban,COD,5,False,1
33827,Urban,COD,1,False,0
26574,Metro City,COD,7,False,1
24135,Rural,COD,1,True,0
27500,Metro City,COD,4,True,1
10800,Rural,Net Banking,6,False,0
20377,Metro City,COD,9,True,0
34238,Metro City,Debit Card,1,False,0
44735,Urban,COD,7,False,0
34457,Metro City,COD,0,False,1
19294,Urban,UPI,5,False,0
33494,Urban,COD,7,True,1
34560,Metro City,Credit Card,6,True,0
